,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Promo2SinceDate,CompetitionOpenSinceDate,avg_cust_visit_per_day,avg_sales_per_day,avg_sales_per_customer
901,902,a,Basic,310.0,5,2015,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2015-05-01 00:00:00,628.9405144694534,4886.471061093248,7.76936919895399
902,903,d,Extended,7290.0,9,2014,0,0,0,0,0,2014-09-01 00:00:00,817.7765273311898,11737.745980707396,14.353243934517758
903,904,d,Extended,570.0,7,2013,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2013-07-01 00:00:00,513.9887459807074,6016.757234726688,11.706009677792686
904,905,a,Basic,90.0,6,2014,0,0,0,0,0,2014-06-01 00:00:00,1267.4505776636713,8530.25160462131,6.730243967654638
905,906,a,Basic,90.0,7,2010,0,0,0,0,0,2010-07-01 00:00:00,1270.8450704225352,10929.289372599233,8.600017127945756
906,907,a,Extended,250.0,0,0,0,0,0,0,0,0,829.3286264441592,6270.749679075738,7.561236256804844
907,908,a,Basic,1980.0,7,2010,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2010-07-01 00:00:00,363.07426376440463,4234.8271446863,11.663804260811608
908,909,a,Extended,1680.0,0,0,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,0,1020.0939044481055,10728.983525535421,10.517643011836299
909,910,d,Extended,12480.0,0,0,1,1,2013,"Jan,Apr,Jul,Oct",2013-01-07 00:00:00,0,573.5705128205128,5708.80641025641,9.953103032064107
910,911,a,Extended,16490.0,0,0,0,0,0,0,0,0,909.420918367347,9884.908163265307,10.869453257146704
911,912,c,Extended,3100.0,5,2010,0,0,0,0,0,2010-05-01 00:00:00,758.6454081632653,5765.9795918367345,7.600361815669039
912,913,a,Basic,280.0,0,0,0,0,0,0,0,0,1162.458762886598,8892.161082474227,7.649442170656759
913,914,c,Extended,2640.0,4,2011,1,22,2012,"Mar,Jun,Sept,Dec",2012-05-28 00:00:00,2011-04-01 00:00:00,1133.4285714285713,9506.707908163266,8.387566846123375
914,915,d,Extended,650.0,3,2013,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2013-03-01 00:00:00,513.6816720257235,6338.1077170418,12.338590341460359
915,916,a,Basic,90.0,11,2012,0,0,0,0,0,2012-11-01 00:00:00,704.5567010309278,5382.226804123711,7.639167715314155
916,917,a,Basic,7240.0,2,2010,0,0,0,0,0,2010-02-01 00:00:00,741.2862644415918,6702.944801026958,9.042316204356304
917,918,a,Extended,18710.0,4,2015,0,0,0,0,0,2015-04-01 00:00:00,552.9435897435898,5187.271794871795,9.38119528119899
918,919,a,Basic,2620.0,0,0,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,0,676.6489533011272,5536.381642512078,8.182058976818126
919,920,a,Basic,850.0,2,2012,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2012-02-01 00:00:00,581.6848874598071,5764.196141479099,9.909482377393534
920,921,a,Basic,840.0,9,2006,0,0,0,0,0,2006-09-01 00:00:00,1094.5935897435897,9473.894871794872,8.6551711617589
921,922,d,Basic,2110.0,3,2006,0,0,0,0,0,2006-03-01 00:00:00,713.4245161290322,7405.846451612903,10.380700808820338
922,923,a,Basic,280.0,9,2008,0,0,0,0,0,2008-09-01 00:00:00,640.0956632653061,5315.344387755102,8.30398437733518
923,924,a,Basic,6420.0,4,2011,1,1,2012,"Jan,Apr,Jul,Oct",2012-01-02 00:00:00,2011-04-01 00:00:00,450.14505776636713,4752.883183568678,10.558559072385739
924,925,c,Basic,470.0,3,2007,1,1,2012,"Jan,Apr,Jul,Oct",2012-01-02 00:00:00,2007-03-01 00:00:00,1198.8751625487646,6693.711313394018,5.583326373334346
925,926,d,Extended,5150.0,3,2011,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2011-03-01 00:00:00,542.630295250321,7260.587933247753,13.380358591844507
926,927,a,Basic,480.0,0,0,0,0,0,0,0,0,871.4067357512953,6553.611398963731,7.52072612029266
927,928,d,Extended,1090.0,0,0,1,31,2013,"Feb,May,Aug,Nov",2013-08-05 00:00:00,0,692.612323491656,8014.682926829269,11.571672427693706
928,929,a,Extended,4820.0,9,2013,0,0,0,0,0,2013-09-01 00:00:00,711.1581632653061,5815.345663265306,8.177288771549714
929,930,a,Basic,70.0,0,0,0,0,0,0,0,0,1170.7008985879334,7150.1578947368425,6.107587261068273
930,931,a,Extended,1480.0,9,2011,1,1,2012,"Jan,Apr,Jul,Oct",2012-01-02 00:00:00,2011-09-01 00:00:00,441.7017142857143,3588.8388571428573,8.125028137928894
931,932,a,Basic,15700.0,0,0,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,0,731.0674157303371,7395.208667736758,10.115631621126127
932,933,a,Extended,6270.0,2,2005,0,0,0,0,0,2005-02-01 00:00:00,905.2923076923076,7331.4794871794875,8.09846656696803
933,934,a,Extended,5460.0,0,0,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,0,679.6110397946085,6763.620025673941,9.95219269498335
934,935,a,Extended,22350.0,6,2010,0,0,0,0,0,2010-06-01 00:00:00,600.4260204081633,5650.705357142857,9.411160018184367
935,936,a,Basic,580.0,2,2008,0,0,0,0,0,2008-02-01 00:00:00,891.3863928112966,7056.284980744545,7.91607886058267
936,937,d,Basic,2810.0,0,0,1,10,2014,"Jan,Apr,Jul,Oct",2014-03-10 00:00:00,0,585.4865556978233,7232.900128040973,12.353657069751677
937,938,a,Basic,2820.0,9,2009,0,0,0,0,0,2009-09-01 00:00:00,963.7079081632653,9408.114795918367,9.762413192031733
938,939,d,Basic,1340.0,0,0,0,0,0,0,0,0,576.5096277278562,5977.849807445443,10.369037254426065
939,940,d,Extended,6470.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,743.0179487179487,7252.592307692307,9.76099207321492
940,941,a,Basic,1200.0,12,2011,1,31,2013,"Jan,Apr,Jul,Oct",2013-08-05 00:00:00,2011-12-01 00:00:00,554.0948553054662,5030.638263665594,9.079019982764974
941,942,d,Extended,6860.0,0,0,1,18,2011,"Jan,Apr,Jul,Oct",2011-05-02 00:00:00,0,470.41741357234315,6058.364916773367,12.878700366906553
942,943,d,Extended,18020.0,0,0,0,0,0,0,0,0,605.8241335044929,6969.183568677792,11.503641375861609
943,944,c,Basic,1670.0,7,2015,0,0,0,0,0,2015-07-01 00:00:00,1229.5242346938776,7930.507653061224,6.450062088475819
944,945,a,Extended,12480.0,3,2011,0,0,0,0,0,2011-03-01 00:00:00,530.8864795918367,4374.955357142857,8.240849080403157
945,946,a,Basic,2220.0,12,2011,1,14,2015,"Jan,Apr,Jul,Oct",2015-04-06 00:00:00,2011-12-01 00:00:00,532.6367137355584,4203.427471116816,7.8917343899123695
946,947,a,Basic,460.0,3,2014,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2014-03-01 00:00:00,1140.2970168612192,8392.398184176394,7.359835253517811
947,948,b,Extra,1430.0,0,0,0,0,0,0,0,0,1712.427801724138,6936.760775862069,4.050834008229645
948,949,a,Basic,870.0,3,2006,0,0,0,0,0,2006-03-01 00:00:00,496.9119897959184,5350.006377551021,10.766506921574315
949,950,a,Basic,8460.0,11,1994,0,0,0,0,0,1994-11-01 00:00:00,562.3135483870968,5742.317419354838,10.211949251135286
950,951,d,Extended,710.0,0,0,1,40,2011,"Jan,Apr,Jul,Oct",2011-10-03 00:00:00,0,718.8331193838254,7776.97946084724,10.818894192734982
951,952,d,Extended,6300.0,10,2013,0,0,0,0,0,2013-10-01 00:00:00,530.2202572347267,6568.048231511254,12.38739588292192
952,953,a,Basic,19830.0,4,2006,1,22,2011,"Mar,Jun,Sept,Dec",2011-05-30 00:00:00,2006-04-01 00:00:00,542.5946291560102,5323.455242966752,9.811109356624536
953,954,a,Basic,390.0,2,2013,1,10,2014,"Jan,Apr,Jul,Oct",2014-03-10 00:00:00,2013-02-01 00:00:00,905.397946084724,6966.048780487805,7.693908309171209
954,955,d,Extended,1690.0,7,2009,1,36,2013,"Mar,Jun,Sept,Dec",2013-09-09 00:00:00,2009-07-01 00:00:00,456.7021822849807,4719.5494223363285,10.333976068875765
955,956,a,Basic,2330.0,10,2014,1,18,2011,"Feb,May,Aug,Nov",2011-05-02 00:00:00,2014-10-01 00:00:00,496.2860824742268,3855.9123711340208,7.769535570915927
956,957,d,Extended,1420.0,11,2012,0,0,0,0,0,2012-11-01 00:00:00,850.6683673469388,7898.885204081633,9.285504795149073
957,958,a,Basic,440.0,11,2013,0,0,0,0,0,2013-11-01 00:00:00,562.7321428571429,4244.432397959184,7.542544800105172
958,959,a,Extended,1060.0,12,2005,0,0,0,0,0,2005-12-01 00:00:00,744.5956632653061,7051.434948979592,9.470153127210871
959,960,d,Basic,8990.0,0,0,1,31,2009,"Feb,May,Aug,Nov",2009-08-03 00:00:00,0,553.0614596670935,6723.600512163893,12.157058487154496
960,961,d,Extended,9430.0,0,0,0,0,0,0,0,0,688.8356867779204,6521.935815147625,9.46805739065939
961,962,c,Basic,260.0,0,0,0,0,0,0,0,0,908.748041775457,6690.6148825065275,7.36245314975844
962,963,a,Extended,23620.0,11,2013,0,0,0,0,0,2013-11-01 00:00:00,1016.2130937098844,10764.320924261874,10.592582393289794
963,964,a,Basic,270.0,0,0,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,0,1395.30310880829,9759.972797927461,6.994876408082631
964,965,a,Extended,110.0,0,0,0,0,0,0,0,0,905.4852752880922,8484.763124199744,9.37040430778977
965,966,a,Basic,760.0,2,2008,0,0,0,0,0,2008-02-01 00:00:00,610.2567394094993,4818.078305519897,7.895166074170681
966,967,a,Extended,3560.0,9,2013,1,36,2013,"Jan,Apr,Jul,Oct",2013-09-09 00:00:00,2013-09-01 00:00:00,923.3247753530167,8641.172015404365,9.358756795083906
967,968,c,Basic,1190.0,0,0,0,0,0,0,0,0,875.9666666666667,7191.976923076923,8.210331736074725
968,969,a,Extended,600.0,11,1999,1,10,2013,"Jan,Apr,Jul,Oct",2013-03-11 00:00:00,1999-11-01 00:00:00,599.1337748344371,3503.4662251655627,5.847552537217086
969,970,a,Basic,910.0,12,2014,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2014-12-01 00:00:00,400.16901408450707,3295.742637644046,8.235876646231425
970,971,c,Basic,1140.0,5,2011,1,14,2012,"Mar,Jun,Sept,Dec",2012-04-02 00:00:00,2011-05-01 00:00:00,985.3285899094437,8270.106080206986,8.393246846685985
971,972,a,Basic,14960.0,0,0,0,0,0,0,0,0,387.8034188034188,3422.545584045584,8.825465217934306
972,973,d,Extended,330.0,0,0,1,28,2012,"Jan,Apr,Jul,Oct",2012-07-09 00:00:00,0,789.8729139922979,6440.985879332477,8.154458477095321
973,974,a,Basic,150.0,3,2011,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2011-03-01 00:00:00,1561.4212218649518,11540.95498392283,7.391314286184983
974,975,a,Extended,9630.0,0,0,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,0,743.8331193838254,7715.736842105263,10.37294070543243
975,976,a,Basic,4180.0,0,0,0,0,0,0,0,0,717.7394094993582,6974.965340179718,9.717963438910141
976,977,a,Basic,520.0,9,2005,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2005-09-01 00:00:00,510.58105939004815,4774.142857142857,9.350411201790676
977,978,c,Extended,3890.0,0,0,0,0,0,0,0,0,971.5769230769231,7213.574358974359,7.424604462742304
978,979,a,Extended,2270.0,11,2005,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2005-11-01 00:00:00,636.3823529411765,6264.460358056266,9.843862465864632
979,980,a,Basic,4420.0,9,2005,0,0,0,0,0,2005-09-01 00:00:00,554.7676508344031,7019.6161745827985,12.653254320119215
980,981,d,Extended,2620.0,11,2002,0,0,0,0,0,2002-11-01 00:00:00,754.225641025641,7308.912820512821,9.690618328188531
981,982,d,Basic,21930.0,0,0,0,0,0,0,0,0,691.6628205128205,8058.279487179487,11.650589345260492
982,983,a,Basic,40.0,3,2014,1,1,2014,"Jan,Apr,Jul,Oct",2014-01-06 00:00:00,2014-03-01 00:00:00,1379.9302325581396,10259.789405684754,7.435005889149172
983,984,c,Basic,440.0,0,0,1,1,2013,"Jan,Apr,Jul,Oct",2013-01-07 00:00:00,0,740.3492268041238,6067.219072164949,8.195077204788072
984,985,c,Extended,490.0,5,2007,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2007-05-01 00:00:00,774.7541827541828,8387.258687258687,10.82570300871784
985,986,a,Basic,620.0,10,2014,1,18,2014,"Feb,May,Aug,Nov",2014-05-05 00:00:00,2014-10-01 00:00:00,828.0867875647668,6220.2525906735755,7.511595021297298
986,987,c,Basic,1690.0,6,2007,0,0,0,0,0,2007-06-01 00:00:00,867.4655612244898,6847.355867346939,7.893518974610825
987,988,a,Basic,30.0,11,2012,0,0,0,0,0,2012-11-01 00:00:00,722.5076530612245,4698.071428571428,6.502452131359388
988,989,a,Basic,1640.0,6,2006,1,40,2011,"Jan,Apr,Jul,Oct",2011-10-03 00:00:00,2006-06-01 00:00:00,573.5450160771704,5242.463022508038,9.140456068059818
989,990,d,Basic,20930.0,0,0,0,0,0,0,0,0,573.4807692307693,6409.134615384615,11.175849233761442
990,991,a,Basic,1010.0,0,0,0,0,0,0,0,0,536.7509627727857,5756.765083440308,10.725206814165006
991,992,a,Basic,2480.0,7,1990,0,0,0,0,0,1990-07-01 00:00:00,701.1424903722722,5715.991014120667,8.152395686482725
992,993,d,Extended,3460.0,10,2013,1,10,2014,"Jan,Apr,Jul,Oct",2014-03-10 00:00:00,2013-10-01 00:00:00,752.8294871794872,7618.029487179487,10.119196467344565
993,994,a,Basic,2290.0,7,2011,1,1,2012,"Jan,Apr,Jul,Oct",2012-01-02 00:00:00,2011-07-01 00:00:00,442.01155327342747,4539.516046213093,10.270129847499614
994,995,d,Basic,6560.0,12,2013,0,0,0,0,0,2013-12-01 00:00:00,788.1205128205128,9264.346153846154,11.75498670969883
995,996,c,Basic,2870.0,7,2015,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2015-07-01 00:00:00,696.7144719687093,6510.0469361147325,9.343923799543395
996,997,d,Extended,5840.0,7,2010,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2010-07-01 00:00:00,412.3226632522407,5157.918053777209,12.509421658013068
997,998,a,Basic,780.0,9,2005,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,2005-09-01 00:00:00,534.2767052767052,4316.940797940798,8.079971960793289
998,999,d,Extended,15140.0,2,2002,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2002-02-01 00:00:00,660.401282051282,9183.744871794872,13.906309877638499
999,1000,a,Extended,2230.0,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2009-05-01 00:00:00,681.1495176848874,7452.612540192926,10.941228536024076
1000,1001,c,Basic,19640.0,0,0,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,0,621.002557544757,5420.721227621483,8.72898374050706
1001,1002,d,Extended,1130.0,11,2008,0,0,0,0,0,2008-11-01 00:00:00,717.3686224489796,6063.507653061224,8.452429425141842
1002,1003,a,Basic,170.0,7,2013,1,27,2013,"Jan,Apr,Jul,Oct",2013-07-08 00:00:00,2013-07-01 00:00:00,773.1065468549423,7382.803594351733,9.549529265255293
1003,1004,d,Extended,970.0,0,0,1,9,2011,"Mar,Jun,Sept,Dec",2011-02-28 00:00:00,0,451.9003215434084,5165.445337620578,11.430497150297777
1004,1005,a,Basic,6480.0,0,0,0,0,0,0,0,0,936.6919127086007,6205.9807445442875,6.625423642869575
1005,1006,c,Extended,3890.0,11,2006,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,2006-11-01 00:00:00,866.2525641025641,6371.961538461538,7.3557779826751535
1006,1007,c,Extended,4180.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,816.1454081632653,6996.2040816326535,8.57225196840549
1007,1008,a,Extended,30.0,9,2010,0,0,0,0,0,2010-09-01 00:00:00,716.6517857142857,5331.103316326531,7.438903275756202
1008,1009,a,Basic,230.0,7,2004,1,10,2014,"Jan,Apr,Jul,Oct",2014-03-10 00:00:00,2004-07-01 00:00:00,458.1495176848875,4772.184887459807,10.416217202572911
1009,1010,d,Extended,4610.0,6,2010,1,18,2010,"Feb,May,Aug,Nov",2010-05-03 00:00:00,2010-06-01 00:00:00,807.4706632653061,8874.156887755102,10.990067245129584
1010,1011,a,Extended,490.0,9,2012,1,18,2011,"Feb,May,Aug,Nov",2011-05-02 00:00:00,2012-09-01 00:00:00,943.3273427471116,7878.237483953787,8.351541534894102
1011,1012,d,Extended,6330.0,6,2004,1,39,2010,"Jan,Apr,Jul,Oct",2010-09-27 00:00:00,2004-06-01 00:00:00,517.0128617363345,6049.710610932476,11.701276812756932
1012,1013,a,Basic,630.0,2,2015,1,31,2013,"Feb,May,Aug,Nov",2013-08-05 00:00:00,2015-02-01 00:00:00,443.1412066752246,3993.560975609756,9.011937764877306
1013,1014,a,Extended,210.0,0,0,1,31,2013,"Jan,Apr,Jul,Oct",2013-08-05 00:00:00,0,1349.6469833119384,12206.806161745828,9.044443704672453
1014,1015,d,Extended,9910.0,12,2010,1,9,2011,"Mar,Jun,Sept,Dec",2011-02-28 00:00:00,2010-12-01 00:00:00,492.4749679075738,6040.029525032092,12.264642710054792
1015,1016,c,Extended,550.0,0,0,1,35,2010,"Mar,Jun,Sept,Dec",2010-08-30 00:00:00,0,500.19255455712454,5409.414634146341,10.81466444244835
1016,1017,c,Basic,110.0,11,2008,0,0,0,0,0,2008-11-01 00:00:00,1015.7542262678803,7203.429128738621,7.091704806590579
1017,1018,c,Extended,140.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,1359.4782608695652,11748.342710997442,8.641802557021272
1018,1019,d,Extended,2740.0,7,2014,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2014-07-01 00:00:00,753.5682182985554,9071.00481540931,12.03740364195598
1019,1020,a,Basic,40.0,8,2015,0,0,0,0,0,2015-08-01 00:00:00,1109.910371318822,9032.451984635083,8.138001245904666
1020,1021,a,Basic,1080.0,5,2011,0,0,0,0,0,2011-05-01 00:00:00,1062.009090909091,8877.748051948052,8.359389884646474
1021,1022,a,Extended,1520.0,0,0,0,0,0,0,0,0,823.0231065468549,7325.00513478819,8.900120879377978
1022,1023,c,Basic,3740.0,2,2002,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2002-02-01 00:00:00,630.1679487179487,6152.617948717949,9.763457442155227
1023,1024,c,Extended,1990.0,1,2012,0,0,0,0,0,2012-01-01 00:00:00,785.4336734693877,6135.470663265306,7.811570690831141
1024,1025,a,Basic,720.0,11,2009,0,0,0,0,0,2009-11-01 00:00:00,866.6997422680413,7425.501288659794,8.567559128641502
1025,1026,c,Basic,450.0,6,2011,1,48,2012,"Mar,Jun,Sept,Dec",2012-11-26 00:00:00,2011-06-01 00:00:00,1180.2888318356868,9495.616174582798,8.045163114705066
1026,1027,a,Extended,190.0,6,2008,1,40,2011,"Jan,Apr,Jul,Oct",2011-10-03 00:00:00,2008-06-01 00:00:00,1657.9325842696628,13104.088282504013,7.9038728153572695
1027,1028,a,Basic,150.0,0,0,1,31,2013,"Jan,Apr,Jul,Oct",2013-08-05 00:00:00,0,546.5802310654685,4732.635430038511,8.65862898263447
1028,1029,a,Basic,1590.0,3,2006,0,0,0,0,0,2006-03-01 00:00:00,757.7217948717948,5416.497435897436,7.14839862408062
1029,1030,a,Basic,36410.0,4,2008,0,0,0,0,0,2008-04-01 00:00:00,331.9179487179487,3610.6705128205126,10.878202057969222
1030,1031,d,Basic,590.0,5,2001,0,0,0,0,0,2001-05-01 00:00:00,417.96919127086005,4843.85622593068,11.589026959625059
1031,1032,d,Extended,270.0,2,2013,1,40,2012,"Jan,Apr,Jul,Oct",2012-10-01 00:00:00,2013-02-01 00:00:00,964.276923076923,9195.198717948719,9.53584856993948
1032,1033,a,Basic,7680.0,3,2006,0,0,0,0,0,2006-03-01 00:00:00,1299.2308673469388,13865.140306122448,10.671806416080157
1033,1034,a,Basic,13750.0,4,2015,0,0,0,0,0,2015-04-01 00:00:00,728.3974358974359,6503.775641025641,8.928883217460177
1034,1035,a,Basic,27150.0,0,0,0,0,0,0,0,0,577.4653846153847,4876.658974358975,8.444937314479944
1035,1036,d,Extended,9560.0,0,0,1,36,2013,"Jan,Apr,Jul,Oct",2013-09-09 00:00:00,0,471.594351732991,4986.202824133505,10.57307579238483
1036,1037,a,Extended,150.0,0,0,0,0,0,0,0,0,873.9474358974359,6906.44358974359,7.902584647612733
1037,1038,d,Basic,17290.0,10,2013,0,0,0,0,0,2013-10-01 00:00:00,513.4372990353697,5897.262057877813,11.485846604750781
1038,1039,a,Extended,70.0,6,1990,1,22,2012,"Mar,Jun,Sept,Dec",2012-05-28 00:00:00,1990-06-01 00:00:00,1037.385214007782,8181.42542153048,7.886583798435657
1039,1040,a,Basic,4030.0,2,2013,1,10,2014,"Jan,Apr,Jul,Oct",2014-03-10 00:00:00,2013-02-01 00:00:00,866.1540436456996,8697.509627727855,10.041527476012769
1040,1041,c,Basic,1600.0,8,2013,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2013-08-01 00:00:00,655.9726688102894,6111.715434083601,9.317027560261264
1041,1042,a,Basic,3440.0,0,0,1,31,2013,"Feb,May,Aug,Nov",2013-08-05 00:00:00,0,546.8575096277278,4131.250320924262,7.554527913014494
1042,1043,c,Basic,420.0,3,2006,0,0,0,0,0,2006-03-01 00:00:00,1206.9807692307693,8792.828205128206,7.284977879748684
1043,1044,c,Basic,240.0,4,2015,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2015-04-01 00:00:00,894.7554697554698,6622.019305019305,7.400926318817648
1044,1045,a,Extended,26990.0,12,2013,0,0,0,0,0,2013-12-01 00:00:00,915.246885617214,7535.886749716874,8.233720177736421
1045,1046,d,Extended,29070.0,4,2005,0,0,0,0,0,2005-04-01 00:00:00,684.0641025641025,8698.353846153846,12.715699908165753
1046,1047,a,Basic,3750.0,0,0,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,0,525.6469072164948,4885.469072164949,9.294203019352688
1047,1048,d,Extended,1860.0,9,2012,1,40,2012,"Jan,Apr,Jul,Oct",2012-10-01 00:00:00,2012-09-01 00:00:00,531.5823754789272,6887.168582375479,12.955976157355686
1048,1049,a,Basic,370.0,7,2012,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2012-07-01 00:00:00,636.2572347266881,3985.379421221865,6.263786411692171
1049,1050,d,Extended,13170.0,8,2014,1,9,2011,"Mar,Jun,Sept,Dec",2011-02-28 00:00:00,2014-08-01 00:00:00,517.7234314980794,7389.514724711908,14.273093074674408
1050,1051,c,Basic,200.0,7,1998,1,1,2012,"Jan,Apr,Jul,Oct",2012-01-02 00:00:00,1998-07-01 00:00:00,1006.3446475195823,7490.758485639687,7.443531899436993
1051,1052,a,Extended,5080.0,0,0,1,31,2013,"Feb,May,Aug,Nov",2013-08-05 00:00:00,0,756.0770218228498,7269.395378690629,9.614622808089862
1052,1053,a,Basic,1710.0,7,2015,0,0,0,0,0,2015-07-01 00:00:00,1009.7729591836735,8932.307397959185,8.845857196631897
1053,1054,a,Extended,13190.0,0,0,1,45,2013,"Feb,May,Aug,Nov",2013-11-11 00:00:00,0,616.9757653061224,6034.232142857143,9.780339005476435
1054,1055,c,Basic,1980.0,4,2009,0,0,0,0,0,2009-04-01 00:00:00,990.4061302681993,7914.593869731801,7.991260986630354
1055,1056,d,Extended,5350.0,0,0,1,40,2012,"Jan,Apr,Jul,Oct",2012-10-01 00:00:00,0,369.8362760834671,3877.298555377207,10.483824346376862
1056,1057,d,Extended,3230.0,11,2011,0,0,0,0,0,2011-11-01 00:00:00,640.4119897959183,6423.996173469388,10.031036701103206
1057,1058,a,Extended,180.0,0,0,1,35,2010,"Mar,Jun,Sept,Dec",2010-08-30 00:00:00,0,700.9101412066752,7263.338896020539,10.362724790250711
1058,1059,c,Basic,3380.0,4,2013,0,0,0,0,0,2013-04-01 00:00:00,1153.751275510204,8424.552295918367,7.301879074580367
1059,1060,a,Extended,3430.0,0,0,1,31,2013,"Feb,May,Aug,Nov",2013-08-05 00:00:00,0,848.1065468549423,7327.31322207959,8.639614031104552
1060,1061,d,Extended,8110.0,0,0,0,0,0,0,0,0,554.7310167310168,7378.339768339768,13.300752158802483
1061,1062,d,Basic,190.0,9,2012,1,40,2012,"Feb,May,Aug,Nov",2012-10-01 00:00:00,2012-09-01 00:00:00,592.428754813864,6405.9807445442875,10.81308206681661
1062,1063,a,Extended,6250.0,0,0,0,0,0,0,0,0,530.9451530612245,4271.286989795918,8.044685906198275
1063,1064,a,Extended,420.0,0,0,0,0,0,0,0,0,1067.8587933247754,9455.578947368422,8.854709074341658
1064,1065,a,Basic,1290.0,0,0,1,35,2011,"Mar,Jun,Sept,Dec",2011-08-29 00:00:00,0,485.2636655948553,4198.162379421222,8.651301708886342
1065,1066,a,Basic,3350.0,0,0,0,0,0,0,0,0,1125.9268292682927,11073.919127086008,9.835380807367942
1066,1067,d,Extended,12020.0,7,2009,0,0,0,0,0,2009-07-01 00:00:00,490.37299035369773,5756.186495176848,11.738384063577826
1067,1068,d,Extended,5010.0,0,0,1,5,2013,"Jan,Apr,Jul,Oct",2013-02-04 00:00:00,0,309.5444015444015,4441.53667953668,14.348625455271169
1068,1069,a,Extended,18050.0,0,0,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,0,794.7020460358057,6305.269820971867,7.934130599542688
1069,1070,c,Extended,400.0,10,2008,0,0,0,0,0,2008-10-01 00:00:00,867.952806122449,7034.711734693878,8.104947279473896
1070,1071,a,Basic,820.0,3,2012,1,35,2012,"Mar,Jun,Sept,Dec",2012-08-27 00:00:00,2012-03-01 00:00:00,728.6198979591836,6027.225765306122,8.27211249951859
1071,1072,a,Extended,5380.0,8,2015,1,5,2010,"Feb,May,Aug,Nov",2010-02-01 00:00:00,2015-08-01 00:00:00,642.0731707317074,6821.911424903723,10.624819313240366
1072,1073,a,Extended,1710.0,0,0,1,44,2012,"Jan,Apr,Jul,Oct",2012-10-29 00:00:00,0,918.2631578947369,7276.792041078305,7.924517039060457
1073,1074,c,Extended,3330.0,10,2001,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2001-10-01 00:00:00,555.6076923076923,5146.24358974359,9.262369223811303
1074,1075,a,Extended,1410.0,10,2013,0,0,0,0,0,2013-10-01 00:00:00,1092.7602040816328,11485.389030612245,10.510438600996352
1075,1076,a,Extended,90.0,0,0,1,1,2013,"Jan,Apr,Jul,Oct",2013-01-07 00:00:00,0,545.4492939666238,3620.02567394095,6.6367776326472985
1076,1077,a,Basic,3750.0,11,2001,1,35,2010,"Mar,Jun,Sept,Dec",2010-08-30 00:00:00,2001-11-01 00:00:00,495.93966623876764,4489.767650834403,9.053052128064358
1077,1078,d,Extended,670.0,0,0,1,40,2011,"Jan,Apr,Jul,Oct",2011-10-03 00:00:00,0,523.6293436293437,6808.079794079794,13.001715577840042
1078,1079,a,Basic,16680.0,0,0,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,0,689.3265044814341,8685.312419974392,12.599707632754049
